Transaction_ID,Date_Vente,Produit,Categorie,Quantite,Prix_Unitaire,Total_Vente,Client_ID,Region
TXN0898,2023-07-26,Téléphone,Électronique,4,200000,800000,CUST4598,Ziguinchor
TXN0899,2023-04-13,Livre de développement personnel,Livres,1,10000,10000,CUST5757,Ziguinchor
TXN0900,2023-02-12,Chaussures de sport,Mode,1,40000,40000,CUST4179,Kolda
TXN0901,2023-08-20,Casque Bluetooth,Accessoires,1,25000,25000,CUST1913,Tambacounda
TXN0902,2023-03-12,Ordinateur Portable,Électronique,1,350000,350000,CUST1179,Dakar
TXN0903,2023-01-18,Sac à dos,Mode,1,15000,15000,CUST3371,Saint-Louis
TXN0904,2023-07-23,Chaussures de sport,Mode,4,40000,160000,CUST2455,Kaolack
TXN0905,2023-09-17,Bureau ergonomique,Mobilier,1,120000,120000,CUST4027,Dakar
TXN0906,2023-02-11,Livre de développement personnel,Livres,1,10000,10000,CUST3758,Kolda
TXN0907,2023-07-01,Clavier mécanique,Accessoires,1,50000,50000,CUST9061,Thiès
TXN0908,2023-11-05,Livre de développement personnel,Livres,5,10000,50000,CUST1845,Matam
TXN0909,2023-02-06,Livre de développement personnel,Livres,2,10000,20000,CUST4861,Dakar
TXN0910,2023-01-03,Montre connectée,Électronique,3,75000,225000,CUST7151,Dakar
TXN0911,2023-02-12,Télévision LED,Électronique,5,450000,2250000,CUST9347,Kaolack
TXN0912,2023-08-24,Téléphone,Électronique,5,200000,1000000,CUST1811,Dakar
TXN0913,2023-03-30,Livre de développement personnel,Livres,2,10000,20000,CUST7225,Tambacounda
TXN0914,2023-07-09,Ordinateur Portable,Électronique,1,350000,350000,CUST2306,Dakar
TXN0915,2023-12-29,Ordinateur Portable,Électronique,4,350000,1400000,CUST3358,Tambacounda
TXN0916,2023-09-20,Télévision LED,Électronique,5,450000,2250000,CUST4300,Kolda
TXN0917,2023-03-03,Casque Bluetooth,Accessoires,3,25000,75000,CUST7219,Kaolack
TXN0918,2023-08-14,Montre connectée,Électronique,4,75000,300000,CUST3101,Dakar
TXN0919,2023-08-01,Chaussures de sport,Mode,5,40000,200000,CUST9328,Dakar
TXN0920,2023-08-04,Chaussures de sport,Mode,4,40000,160000,CUST7690,Tambacounda
TXN0921,2023-05-22,Clavier mécanique,Accessoires,2,50000,100000,CUST2894,Tambacounda
TXN0922,2023-04-03,Chaussures de sport,Mode,1,40000,40000,CUST1108,Thiès
TXN0923,2023-04-10,Montre connectée,Électronique,4,75000,300000,CUST1051,Kolda
TXN0924,2023-04-26,Téléphone,Électronique,3,200000,600000,CUST2428,Thiès
TXN0925,2023-06-06,Clavier mécanique,Accessoires,1,50000,50000,CUST2090,Thiès
TXN0926,2023-03-28,Téléphone,Électronique,5,200000,1000000,CUST9937,Dakar
TXN0927,2023-05-15,Chaussures de sport,Mode,4,40000,160000,CUST4688,Thiès
TXN0928,2023-08-19,Télévision LED,Électronique,4,450000,1800000,CUST2563,Tambacounda
TXN0929,2023-07-10,Chaussures de sport,Mode,2,40000,80000,CUST6017,Matam
TXN0930,2023-01-31,Clavier mécanique,Accessoires,1,50000,50000,CUST8883,Thiès
TXN0931,2023-07-28,Télévision LED,Électronique,5,450000,2250000,CUST1305,Thiès
TXN0932,2023-04-19,Clavier mécanique,Accessoires,4,50000,200000,CUST8320,Saint-Louis
TXN0933,2023-03-06,Chaussures de sport,Mode,2,40000,80000,CUST1478,Kaolack
TXN0934,2023-11-04,Téléphone,Électronique,4,200000,800000,CUST2116,Thiès
TXN0935,2023-06-08,Télévision LED,Électronique,1,450000,450000,CUST2359,Thiès
TXN0936,2023-11-09,Montre connectée,Électronique,1,75000,75000,CUST8930,Kaolack
TXN0937,2023-01-12,Sac à dos,Mode,3,15000,45000,CUST7991,Matam
TXN0938,2023-12-29,Chaussures de sport,Mode,3,40000,120000,CUST9826,Dakar
TXN0939,2023-04-03,Clavier mécanique,Accessoires,1,50000,50000,CUST6459,Dakar
TXN0940,2023-08-14,Livre de développement personnel,Livres,4,10000,40000,CUST9865,Saint-Louis
TXN0941,2023-01-18,Bureau ergonomique,Mobilier,3,120000,360000,CUST2469,Matam
TXN0942,2023-12-15,Télévision LED,Électronique,3,450000,1350000,CUST9819,Ziguinchor
TXN0943,2023-02-10,Sac à dos,Mode,3,15000,45000,CUST4121,Saint-Louis
TXN0944,2023-07-08,Bureau ergonomique,Mobilier,3,120000,360000,CUST5788,Matam
TXN0945,2023-09-19,Casque Bluetooth,Accessoires,1,25000,25000,CUST8500,Matam
TXN0946,2023-05-07,Casque Bluetooth,Accessoires,3,25000,75000,CUST7297,Matam
TXN0947,2023-12-03,Télévision LED,Électronique,1,450000,450000,CUST1998,Thiès
TXN0948,2023-09-04,Téléphone,Électronique,4,200000,800000,CUST9506,Kolda
TXN0949,2023-12-30,Casque Bluetooth,Accessoires,2,25000,50000,CUST6545,Tambacounda
TXN0950,2023-03-31,Chaussures de sport,Mode,3,40000,120000,CUST5369,Matam
TXN0951,2023-07-12,Casque Bluetooth,Accessoires,4,25000,100000,CUST8197,Matam
TXN0952,2023-02-17,Bureau ergonomique,Mobilier,1,120000,120000,CUST7760,Kolda
TXN0953,2023-11-27,Sac à dos,Mode,1,15000,15000,CUST1465,Dakar
TXN0954,2023-04-24,Clavier mécanique,Accessoires,2,50000,100000,CUST2063,Kaolack
TXN0955,2023-10-18,Montre connectée,Électronique,5,75000,375000,CUST5761,Thiès
TXN0956,2023-06-01,Chaussures de sport,Mode,4,40000,160000,CUST8436,Thiès
TXN0957,2023-01-03,Bureau ergonomique,Mobilier,3,120000,360000,CUST1606,Matam
TXN0958,2023-08-30,Casque Bluetooth,Accessoires,3,25000,75000,CUST8194,Thiès
TXN0959,2023-10-27,Sac à dos,Mode,4,15000,60000,CUST8730,Ziguinchor
TXN0960,2023-11-24,Sac à dos,Mode,1,15000,15000,CUST2261,Kaolack
TXN0961,2023-09-12,Téléphone,Électronique,5,200000,1000000,CUST5222,Thiès
TXN0962,2023-12-18,Clavier mécanique,Accessoires,1,50000,50000,CUST4885,Kaolack
TXN0963,2023-12-03,Clavier mécanique,Accessoires,2,50000,100000,CUST5572,Saint-Louis
TXN0964,2023-10-28,Télévision LED,Électronique,4,450000,1800000,CUST9334,Matam
TXN0965,2023-08-12,Ordinateur Portable,Électronique,4,350000,1400000,CUST4227,Saint-Louis
TXN0966,2023-11-13,Ordinateur Portable,Électronique,5,350000,1750000,CUST9170,Matam
TXN0967,2023-09-02,Bureau ergonomique,Mobilier,2,120000,240000,CUST6286,Dakar
TXN0968,2023-02-08,Livre de développement personnel,Livres,3,10000,30000,CUST5971,Thiès
TXN0969,2023-09-09,Casque Bluetooth,Accessoires,5,25000,125000,CUST8822,Saint-Louis
TXN0970,2023-04-19,Téléphone,Électronique,1,200000,200000,CUST1107,Ziguinchor
TXN0971,2023-10-04,Bureau ergonomique,Mobilier,1,120000,120000,CUST7125,Kaolack
TXN0972,2023-04-02,Casque Bluetooth,Accessoires,2,25000,50000,CUST9847,Matam
TXN0973,2023-10-08,Casque Bluetooth,Accessoires,2,25000,50000,CUST9081,Kaolack
TXN0974,2023-10-05,Chaussures de sport,Mode,5,40000,200000,CUST6954,Dakar
TXN0975,2023-06-15,Ordinateur Portable,Électronique,3,350000,1050000,CUST2386,Matam
TXN0976,2023-09-03,Bureau ergonomique,Mobilier,4,120000,480000,CUST1867,Dakar
TXN0977,2023-01-31,Téléphone,Électronique,3,200000,600000,CUST9271,Kaolack
TXN0978,2023-06-27,Montre connectée,Électronique,5,75000,375000,CUST2069,Tambacounda
TXN0979,2023-07-17,Chaussures de sport,Mode,1,40000,40000,CUST5957,Matam
TXN0980,2023-08-28,Bureau ergonomique,Mobilier,1,120000,120000,CUST6821,Dakar
TXN0981,2023-09-12,Montre connectée,Électronique,4,75000,300000,CUST3380,Kolda
TXN0982,2023-02-18,Télévision LED,Électronique,5,450000,2250000,CUST8499,Tambacounda
TXN0983,2023-04-16,Ordinateur Portable,Électronique,2,350000,700000,CUST3371,Saint-Louis
TXN0984,2023-03-30,Chaussures de sport,Mode,5,40000,200000,CUST6346,Ziguinchor
TXN0985,2023-11-17,Chaussures de sport,Mode,3,40000,120000,CUST2474,Kaolack
TXN0986,2023-09-21,Chaussures de sport,Mode,2,40000,80000,CUST3365,Kaolack
TXN0987,2023-07-12,Bureau ergonomique,Mobilier,3,120000,360000,CUST2235,Thiès
TXN0988,2023-10-04,Montre connectée,Électronique,2,75000,150000,CUST9059,Kolda
TXN0989,2023-09-09,Télévision LED,Électronique,4,450000,1800000,CUST8838,Tambacounda
TXN0990,2023-03-11,Ordinateur Portable,Électronique,2,350000,700000,CUST2409,Thiès
TXN0991,2023-01-04,Montre connectée,Électronique,2,75000,150000,CUST2351,Tambacounda
TXN0992,2023-07-13,Casque Bluetooth,Accessoires,1,25000,25000,CUST7856,Saint-Louis
TXN0993,2023-06-15,Télévision LED,Électronique,5,450000,2250000,CUST2423,Thiès
TXN0994,2023-11-24,Chaussures de sport,Mode,2,40000,80000,CUST9517,Ziguinchor
TXN0995,2023-07-05,Casque Bluetooth,Accessoires,2,25000,50000,CUST1015,Matam
TXN0996,2023-03-23,Montre connectée,Électronique,3,75000,225000,CUST3963,Kolda
TXN0997,2023-02-25,Montre connectée,Électronique,3,75000,225000,CUST5412,Kolda
TXN0998,2023-10-13,Téléphone,Électronique,4,200000,800000,CUST9981,Tambacounda
TXN0999,2023-01-31,Bureau ergonomique,Mobilier,5,120000,600000,CUST8508,Thiès
TXN1000,2023-04-01,Clavier mécanique,Accessoires,2,50000,100000,CUST3024,Tambacounda
